Year,County,AEA,District,District Name,Diploma Count,Private 4-Year,Public 4-Year,Community College,Private 2-Year,Other Training,Employment,Homemaker,Military,Unknown
2014-2015,17.00,7.00,5922.00,West Fork CSD,65,7,11,34,1,0,12,0,0,0
2014-2015,71.00,12.00,5949.00,Sheldon,73,11,25,19,0,0,13,0,4,1
2014-2015,73.00,13.00,5976.00,Shenandoah,76,15,13,16,1,3,19,1,4,4
2014-2015,72.00,12.00,5994.00,Sibley-Ocheyedan,47,2,16,19,0,0,4,0,0,6
2014-2015,36.00,13.00,6003.00,Sidney,24,2,4,9,0,1,6,0,2,0
2014-2015,54.00,15.00,6012.00,Sigourney,46,7,2,27,1,2,4,1,2,0
2014-2015,84.00,12.00,6030.00,Sioux Center,69,27,22,8,1,2,5,1,3,0
2014-2015,11.00,5.00,6035.00,Sioux Central,46,9,8,22,0,1,0,0,1,5
2014-2015,97.00,12.00,6039.00,Sioux City,871,124,194,329,8,16,98,0,28,74
2014-2015,13.00,5.00,6091.00,South Central Calhoun,72,11,17,31,0,2,6,0,5,0
2014-2015,52.00,10.00,6093.00,Solon,106,15,56,21,0,0,1,0,1,12
2014-2015,91.00,11.00,6094.00,Southeast Warren,30,6,8,10,0,2,3,0,0,1
2014-2015,40.00,5.00,6095.00,South Hamilton,57,3,24,19,1,1,9,0,0,0
2014-2015,94.00,5.00,6096.00,Southeast Webster Grand,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2014-2015,73.00,13.00,6097.00,South Page,13,1,2,6,0,0,3,0,1,0
2014-2015,86.00,7.00,6098.00,South Tama County,107,6,21,41,1,7,23,0,8,0
2014-2015,71.00,12.00,6099.00,South O'Brien,45,5,18,18,0,0,2,0,0,2
2014-2015,96.00,1.00,6100.00,South Winneshiek,49,15,8,22,0,0,4,0,0,0
2014-2015,77.00,11.00,6101.00,Southeast Polk,462,55,140,170,1,5,41,1,15,34
2014-2015,21.00,5.00,6102.00,Spencer,138,20,51,46,0,0,7,0,5,9
2014-2015,30.00,5.00,6120.00,Spirit Lake,96,7,42,30,0,0,11,0,2,4
2014-2015,57.00,10.00,6138.00,Springville,27,3,7,13,0,0,4,0,0,0
2014-2015,69.00,13.00,6165.00,Stanton,15,2,3,7,0,1,1,0,0,1
2014-2015,33.00,1.00,6175.00,Starmont,42,2,20,12,0,0,6,0,2,0
2014-2015,11.00,5.00,6219.00,Storm Lake,153,18,36,39,0,3,55,2,0,0
2014-2015,40.00,5.00,6246.00,Stratford,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2014-2015,39.00,11.00,6264.00,West Central Valley,66,10,9,22,0,3,15,0,6,1
2014-2015,9.00,7.00,6273.00,Sumner-Fredericksburg,56,8,9,29,0,1,7,0,2,0
2014-2015,16.00,10.00,6408.00,Tipton,54,6,10,18,0,7,9,0,2,2
2014-2015,78.00,13.00,6453.00,Treynor,47,7,22,14,0,1,2,0,1,0
2014-2015,78.00,13.00,6460.00,Tri-Center,46,4,22,8,0,0,8,0,2,2
2014-2015,54.00,15.00,6462.00,Tri-County,11,1,1,7,0,0,2,0,0,0
2014-2015,9.00,7.00,6471.00,Tripoli,28,3,4,15,0,0,5,0,1,0
2014-2015,96.00,1.00,6509.00,Turkey Valley,49,6,13,23,1,0,6,0,0,0
2014-2015,63.00,11.00,6512.00,Twin Cedars,21,0,1,12,1,0,5,0,2,0
2014-2015,46.00,5.00,6516.00,Twin Rivers,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2014-2015,78.00,13.00,6534.00,Underwood,39,3,15,16,0,1,2,0,2,0
2014-2015,7.00,7.00,6536.00,Union,92,14,22,42,0,0,8,0,3,3
2014-2015,8.00,11.00,6561.00,United,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2014-2015,77.00,11.00,6579.00,Urbandale,297,45,80,115,0,11,27,0,2,17
2014-2015,33.00,1.00,6591.00,Valley,2,0,0,0,0,0,0,0,0,2
2014-2015,89.00,15.00,6592.00,Van Buren,39,6,14,14,1,1,1,0,1,1
2014-2015,25.00,11.00,6615.00,Van Meter,54,14,21,8,1,0,10,0,0,0
2014-2015,17.00,7.00,6633.00,Ventura,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2014-2015,69.00,13.00,6651.00,Villisca,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2014-2015,6.00,10.00,6660.00,Vinton-Shellsburg,91,14,19,35,0,2,14,0,4,3
2014-2015,44.00,15.00,6700.00,Waco,36,4,8,10,0,1,7,0,2,4
2014-2015,81.00,5.00,6741.00,East Sac County,76,8,21,25,1,1,17,1,2,0
2014-2015,78.00,13.00,6750.00,Walnut,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2014-2015,58.00,15.00,6759.00,Wapello,56,4,4,31,2,2,9,0,3,1
2014-2015,9.00,7.00,6762.00,Wapsie Valley,38,5,11,16,0,0,1,0,2,3
2014-2015,92.00,10.00,6768.00,Washington,120,8,44,42,1,3,8,0,3,11
2014-2015,7.00,7.00,6795.00,Waterloo,682,29,219,225,4,12,40,0,25,128
2014-2015,25.00,11.00,6822.00,Waukee,437,63,205,92,3,3,63,0,8,0
2014-2015,9.00,7.00,6840.00,Waverly-Shell Rock,143,25,47,46,0,4,16,0,2,3
2014-2015,93.00,15.00,6854.00,Wayne,36,4,5,18,0,4,5,0,0,0
2014-2015,40.00,5.00,6867.00,Webster City,127,3,28,56,0,3,30,0,6,1
2014-2015,74.00,5.00,6921.00,West Bend-Mallard,24,0,3,14,0,0,5,0,1,1
2014-2015,16.00,10.00,6930.00,West Branch,62,5,20,28,0,0,6,0,3,0
2014-2015,29.00,15.00,6937.00,West Burlington Ind,62,13,10,32,0,2,4,0,1,0
2014-2015,33.00,1.00,6943.00,West Central,13,3,5,3,0,0,1,0,0,1
2014-2015,28.00,1.00,6950.00,West Delaware County,117,29,42,30,0,0,8,0,1,7
2014-2015,77.00,11.00,6957.00,West Des Moines,677,92,308,188,1,3,36,0,14,35
2014-2015,31.00,1.00,6961.00,Western Dubuque,269,45,95,74,1,2,10,1,4,37
2014-2015,43.00,13.00,6969.00,West Harrison,33,8,6,10,0,0,7,0,2,0
2014-2015,70.00,9.00,6975.00,West Liberty,60,5,18,25,0,6,5,0,1,0
2014-2015,60.00,12.00,6983.00,West Lyon,54,6,17,22,0,1,6,0,2,0
2014-2015,64.00,7.00,6985.00,West Marshall,54,2,10,33,0,0,9,0,0,0
2014-2015,67.00,12.00,6987.00,West Monona,46,4,10,26,0,0,4,0,0,2
2014-2015,84.00,12.00,6990.00,West Sioux,37,5,11,16,0,0,4,0,1,0
2014-2015,97.00,12.00,6992.00,Westwood,39,6,6,15,0,1,6,0,4,1
2014-2015,67.00,12.00,7002.00,Whiting,10,0,2,6,0,0,0,0,0,2
2014-2015,48.00,10.00,7029.00,Williamsburg,99,19,25,35,0,1,2,0,1,16
2014-2015,70.00,9.00,7038.00,Wilton,45,4,11,22,0,0,7,0,1,0
2014-2015,44.00,15.00,7047.00,Winfield-Mt Union,37,5,7,16,1,0,4,0,3,1
2014-2015,61.00,11.00,7056.00,Winterset,144,12,40,45,0,9,15,0,9,14
2014-2015,43.00,13.00,7092.00,Woodbine,27,2,6,14,0,2,2,0,1,0
2014-2015,97.00,12.00,7098.00,Woodbury Central,40,8,16,15,0,0,1,0,0,0
2014-2015,25.00,11.00,7110.00,Woodward-Granger,54,3,22,19,0,1,3,0,2,4
2013-2014,42,07,0009,AGWSR,48,5,11,29,0,0,2,0,0,1
2013-2014,39,11,0018,Adair-Casey,23,6,7,7,0,1,1,0,1,0
2013-2014,25,11,0027,Adel DeSoto Minburn,110,20,38,33,0,4,11,0,1,3
2013-2014,75,12,0063,Akron Westfield,39,3,27,6,0,1,2,0,0,0
2013-2014,11,05,0072,Albert City-Truesdale,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2013-2014,68,15,0081,Albia,91,5,19,52,0,2,5,0,2,6
2013-2014,57,10,0099,Alburnett,50,0,26,16,0,1,4,0,3,0
2013-2014,42,07,0108,Alden,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2013-2014,55,05,0126,Algona,97,9,24,44,0,0,10,0,2,8
2013-2014,03,01,0135,Allamakee,92,7,25,32,1,1,24,0,2,0
2013-2014,12,07,0153,North Butler,42,6,6,21,0,2,6,0,1,0
2013-2014,11,05,0171,Alta,43,9,9,17,1,0,1,0,1,5
2013-2014,85,11,0225,Ames,309,49,154,76,2,7,16,1,4,0
2013-2014,53,10,0234,Anamosa,91,10,8,47,1,3,14,0,2,6
2013-2014,49,09,0243,Andrew,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2013-2014,77,11,0261,Ankeny,580,73,257,165,11,2,40,1,16,15
2013-2014,12,07,0279,Aplington-Parkersburg,57,5,14,26,0,2,5,0,3,2
2013-2014,32,05,0333,Armstrong-Ringsted,55,2,19,25,0,0,8,0,1,0
2013-2014,24,12,0355,Ar-We-Va,15,2,4,7,1,0,0,0,1,0
2013-2014,15,13,0387,Atlantic,97,14,26,27,0,5,9,2,6,8
2013-2014,05,11,0414,Audubon,42,3,15,14,0,1,4,0,5,0
2013-2014,18,12,0423,Aurelia,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2013-2014,78,13,0441,A-H-S-T,34,6,11,8,0,2,6,0,1,0
2013-2014,85,11,0472,Ballard,109,15,29,51,4,0,6,1,3,0
2013-2014,47,12,0504,Battle Creek-Ida Grove,77,17,11,31,0,5,6,1,5,1
2013-2014,50,11,0513,Baxter,32,8,7,15,0,0,1,0,1,0
2013-2014,38,07,0540,BCLUW,49,5,11,28,0,1,2,0,1,1
2013-2014,87,13,0549,Bedford,27,1,8,11,0,2,1,0,0,4
2013-2014,06,10,0576,Belle Plaine,40,3,5,22,1,1,6,0,2,0
2013-2014,49,09,0585,Bellevue,59,16,12,16,0,4,10,0,1,0
2013-2014,99,07,0594,Belmond-Klemme,49,3,8,22,0,2,4,0,2,8
2013-2014,16,09,0603,Bennett,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2013-2014,06,10,0609,Benton,121,19,41,46,1,0,12,0,0,2
2013-2014,82,09,0621,Bettendorf,368,46,145,122,1,8,15,0,8,23
2013-2014,90,15,0657,Eddyville-Blakesburg-,56,11,7,32,0,1,4,1,0,0
2013-2014,77,11,0720,Bondurant-Farrar,101,16,34,36,0,1,12,0,2,0
2013-2014,08,11,0729,Boone,183,10,34,93,0,7,18,0,7,14
2013-2014,84,12,0747,Boyden-Hull,37,10,9,11,1,2,4,0,0,0
2013-2014,41,07,0819,West Hancock,42,4,4,21,1,1,9,0,2,0
2013-2014,79,07,0846,Brooklyn-Guernsey-Malcom,42,7,9,17,0,5,0,0,1,3
2013-2014,95,07,0873,North Iowa,41,6,8,21,1,0,3,0,1,1
2013-2014,29,15,0882,Burlington,261,19,36,123,0,6,55,0,11,11
2013-2014,15,13,0914,CAM,33,5,5,17,0,0,4,0,2,0
2013-2014,35,07,0916,CAL,14,0,5,8,0,0,1,0,0,0
2013-2014,23,09,0918,Calamus-Wheatland,39,4,6,16,0,1,7,0,2,3
2013-2014,23,09,0936,Camanche,79,8,9,40,1,9,8,0,3,1
2013-2014,90,15,0977,Cardinal,71,3,5,34,1,0,6,0,1,21
2013-2014,91,11,0981,Carlisle,140,28,38,46,0,3,12,0,6,7
2013-2014,14,11,0999,Carroll,101,7,34,44,0,2,12,0,1,1
2013-2014,07,07,1044,Cedar Falls,369,34,138,125,1,12,46,1,8,4
2013-2014,57,10,1053,Cedar Rapids,1027,140,324,365,0,23,50,1,38,86
2013-2014,57,10,1062,Center Point-Urbana,99,15,27,35,0,5,14,0,3,0
2013-2014,04,15,1071,Centerville,95,8,10,49,1,4,5,1,2,15
2013-2014,56,15,1079,Central Lee,70,3,19,41,0,0,3,0,3,1
2013-2014,22,01,1080,Central,35,3,13,12,1,0,4,0,2,0
2013-2014,23,09,1082,Central Clinton,130,35,27,46,0,2,8,0,2,10
2013-2014,57,10,1089,Central City,20,4,6,7,0,0,3,0,0,0
2013-2014,27,13,1093,Central Decatur,45,12,4,14,1,1,12,0,1,0
2013-2014,60,12,1095,Central Lyon,30,3,18,6,0,1,2,0,0,0
2013-2014,59,15,1107,Chariton,111,17,11,45,3,9,21,2,3,0
2013-2014,34,07,1116,Charles City,154,11,48,54,0,4,15,0,5,17
2013-2014,24,12,1134,Charter Oak-Ute,30,2,6,21,0,0,1,0,0,0
2013-2014,18,12,1152,Cherokee,70,9,18,27,0,0,11,0,4,1
2013-2014,73,13,1197,Clarinda,84,6,19,34,0,1,19,0,5,0
2013-2014,99,05,1206,Clarion-Goldfield,62,9,12,21,0,2,12,0,5,1
2013-2014,20,13,1211,Clarke,88,13,13,38,0,4,9,0,4,7
2013-2014,12,07,1215,Clarksville,21,1,3,15,0,2,0,0,0,0
2013-2014,21,05,1218,Clay Central-Everly,23,1,5,12,0,0,5,0,0,0
2013-2014,52,10,1221,Clear Creek Amana,111,14,25,42,0,0,24,0,3,3
2013-2014,87,13,1224,Clearfield,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2013-2014,17,07,1233,Clear Lake,111,7,32,61,0,2,8,0,1,0
2013-2014,23,09,1278,Clinton,235,23,38,119,3,7,41,0,4,0
2013-2014,50,11,1332,Colfax-Mingo,49,6,8,25,2,0,6,0,0,2
2013-2014,57,10,1337,College,299,32,86,132,0,2,9,0,6,32
2013-2014,85,11,1350,Collins-Maxwell,28,3,7,12,0,2,1,0,3,0
2013-2014,85,11,1359,Colo-NESCO School,32,5,8,6,1,1,3,0,1,7
2013-2014,58,09,1368,Columbus,60,3,11,35,1,2,7,0,0,1
2013-2014,14,11,1413,Coon Rapids-Bayard,28,4,1,17,0,2,3,1,0,0
2013-2014,02,13,1431,Corning,56,7,12,22,0,1,13,0,1,0
2013-2014,41,07,1449,Corwith-Wesley,12,0,7,4,0,0,1,0,0,0
2013-2014,78,13,1476,Council Bluffs,533,27,105,219,6,26,56,0,23,71
2013-2014,88,13,1503,Creston,111,16,26,37,1,3,27,0,1,0
2013-2014,25,11,1576,Dallas Center-Grimes,167,25,46,72,0,9,4,0,4,7
2013-2014,29,15,1602,Danville,40,5,4,24,1,2,4,0,0,0
2013-2014,82,09,1611,Davenport,979,75,239,426,3,46,76,2,46,66
2013-2014,26,15,1619,Davis County,69,9,12,36,2,2,3,0,5,0
2013-2014,96,01,1638,Decorah Community,152,32,43,46,0,1,18,0,7,5
2013-2014,23,09,1675,Delwood,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2013-2014,24,12,1701,Denison,183,16,28,83,1,5,39,0,3,8
2013-2014,09,07,1719,Denver,52,9,17,22,0,0,3,0,1,0
2013-2014,77,11,1737,Des Moines Independent,1858,174,487,629,40,32,95,1,43,357
2013-2014,80,13,1782,Diagonal,5,0,1,3,0,0,1,0,0,0
2013-2014,38,07,1791,Dike-New Hartford,61,8,15,28,0,2,7,0,1,0
2013-2014,99,07,1854,Dows,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2013-2014,31,01,1863,Dubuque,750,150,195,245,3,8,132,1,14,2
2013-2014,07,07,1908,Dunkerton,32,1,7,13,1,1,9,0,0,0
2013-2014,43,13,1917,Boyer Valley,31,4,4,20,0,0,2,0,1,0
2013-2014,16,09,1926,Durant,52,4,17,19,0,2,7,0,3,0
2013-2014,99,05,1944,Eagle Grove,53,2,14,21,0,2,10,0,3,1
2013-2014,61,11,1953,Earlham,53,10,9,25,0,1,5,0,3,0
2013-2014,10,07,1963,East Buchanan,42,3,8,17,0,1,11,0,2,0
2013-2014,49,09,1965,Easton Valley,26,0,5,13,0,1,7,0,0,0
2013-2014,37,05,1967,East Greene,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2013-2014,64,07,1968,East Marshall,75,5,20,28,0,6,11,0,4,1
2013-2014,88,13,1970,East Union,26,1,3,17,0,2,1,0,2,0
2013-2014,03,01,1972,Eastern Allamakee,43,4,11,19,0,1,7,0,0,1
2013-2014,97,12,1975,River Valley,29,1,9,8,0,0,8,0,1,2
2013-2014,28,01,1989,Edgewood-Colesburg,40,5,4,21,0,3,6,0,0,1
2013-2014,42,07,2007,Eldora-New Providence,59,5,11,29,0,1,9,0,4,0
2013-2014,83,13,2016,Elk Horn-Kimballton,37,1,15,10,0,1,5,0,2,3
2013-2014,74,05,2088,Emmetsburg,61,3,15,33,4,0,6,0,0,0
2013-2014,48,10,2097,English Valleys,34,2,9,13,0,0,10,0,0,0
2013-2014,73,13,2113,Essex,26,2,7,15,0,0,2,0,0,0
2013-2014,32,05,2124,Estherville Lincoln,82,3,16,47,0,0,11,0,0,5
2013-2014,05,11,2151,Exira,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2013-2014,51,15,2169,Fairfield,122,23,25,30,0,3,11,0,4,26
2013-2014,36,13,2205,Farragut,16,1,4,7,0,0,4,0,0,0
2013-2014,95,07,2295,Forest City,82,14,23,29,0,1,11,0,2,2
2013-2014,94,05,2313,Fort Dodge,236,14,32,133,2,1,24,3,14,13
2013-2014,56,15,2322,Fort Madison,143,12,23,63,0,2,29,1,5,8
2013-2014,19,01,2349,Fredericksburg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2013-2014,36,13,2369,Fremont-Mills,22,0,0,0,0,0,0,0,0,22
2013-2014,47,12,2376,Galva-Holstein,66,9,12,34,1,0,7,0,2,1
2013-2014,41,07,2403,Garner-Hayfield,99,16,24,42,1,3,9,0,3,1
2013-2014,60,12,2457,George-Little Rock,30,11,5,10,0,0,3,0,1,0
2013-2014,85,11,2466,Gilbert,87,10,40,26,0,2,6,0,0,3
2013-2014,46,05,2493,Gilmore City-Bradgate,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2013-2014,38,07,2502,Gladbrook-Reinbeck,43,7,8,16,0,2,5,0,1,4
2013-2014,65,13,2511,Glenwood,150,4,57,49,0,0,22,0,2,16
2013-2014,14,11,2520,Glidden-Ralston,29,4,6,12,0,3,0,0,1,3
2013-2014,74,05,2556,Graettinger-Terril,25,3,2,16,0,0,3,0,1,0
2013-2014,01,13,2673,Nodaway Valley,39,3,7,17,0,2,1,0,3,6
2013-2014,86,07,2682,GMG,42,5,9,24,0,0,3,0,1,0
2013-2014,79,07,2709,Grinnell-Newburg,129,40,24,42,0,5,13,0,0,5
2013-2014,15,13,2718,Griswold,47,8,13,18,0,1,5,0,0,2
2013-2014,38,07,2727,Grundy Center,46,3,15,9,0,1,0,0,0,18
2013-2014,39,11,2754,Guthrie Center,42,4,8,21,0,0,9,0,0,0
2013-2014,22,01,2763,Clayton Ridge,59,11,10,21,1,0,16,0,0,0
2013-2014,48,10,2766,H-L-V,22,5,6,8,2,0,0,0,1,0
2013-2014,36,13,2772,Hamburg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2013-2014,35,07,2781,Hampton-Dumont,76,1,23,30,0,2,9,0,3,8
2013-2014,83,13,2826,Harlan,129,15,51,40,0,0,11,0,5,7
2013-2014,89,15,2834,Harmony,16,0,0,10,0,0,1,0,0,5
2013-2014,30,05,2846,Harris-Lake Park,25,3,9,7,0,5,1,0,0,0
2013-2014,71,12,2862,Hartley-Melvin-Sanborn,44,9,10,12,0,0,10,0,2,1
2013-2014,92,10,2977,Highland,41,5,6,24,1,0,3,0,1,1
2013-2014,75,12,2988,Hinton,62,13,19,19,0,0,7,0,3,1
2013-2014,45,01,3029,Howard-Winneshiek,107,14,41,26,0,2,23,0,1,0
2013-2014,42,07,3033,Hubbard-Radcliffe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2013-2014,07,07,3042,Hudson,61,10,28,15,0,0,4,0,3,1
2013-2014,46,05,3060,Humboldt,99,14,28,43,0,2,7,0,4,1
2013-2014,10,07,3105,Independence,106,13,28,30,1,0,24,0,3,7
2013-2014,91,11,3114,Indianola,262,42,77,74,6,3,38,0,6,16
2013-2014,61,11,3119,Interstate 35,65,9,18,19,1,1,14,0,3,0
2013-2014,52,10,3141,Iowa City,844,146,315,236,1,18,45,1,11,71
2013-2014,42,07,3150,Iowa Falls,98,13,17,42,1,0,21,0,2,2
2013-2014,48,10,3154,Iowa Valley,49,4,9,24,0,0,1,1,0,10
2013-2014,24,13,3168,IKM-Manning,46,4,9,22,0,4,4,0,3,0
2013-2014,09,07,3186,Janesville Consolidated,39,3,14,15,1,0,0,0,0,6
2013-2014,37,05,3195,Jefferson-Scranton,83,11,19,34,0,4,12,0,3,0
2013-2014,10,07,3204,Jesup,43,3,14,17,0,0,5,0,3,1
2013-2014,77,11,3231,Johnston,439,72,161,131,2,3,12,0,7,51
2013-2014,56,15,3312,Keokuk,159,9,36,66,2,5,26,0,5,10
2013-2014,54,15,3330,Keota,16,2,5,5,0,1,3,0,0,0
2013-2014,75,12,3348,Kingsley-Pierson,32,4,14,11,0,0,1,0,2,0
2013-2014,63,11,3375,Knoxville,144,6,41,65,1,2,16,0,8,5
2013-2014,95,07,3420,Lake Mills,48,10,10,21,0,2,2,0,1,2
2013-2014,27,13,3465,Lamoni,26,12,7,1,3,1,2,0,0,0
2013-2014,76,05,3537,Laurens-Marathon,19,2,2,12,0,0,3,0,0,0
2013-2014,97,12,3555,Lawton-Bronson,41,9,14,9,0,3,3,0,3,0
2013-2014,75,12,3600,Le Mars,149,17,46,56,0,6,23,0,1,0
2013-2014,87,13,3609,Lenox,26,0,7,12,0,1,2,0,2,2
2013-2014,78,13,3645,Lewis Central,205,14,55,92,0,7,17,1,13,6
2013-2014,16,10,3691,North Cedar,67,10,14,27,0,2,11,0,3,0
2013-2014,57,10,3715,Linn-Mar,412,63,188,95,0,9,17,0,4,36
2013-2014,57,10,3744,Lisbon,46,8,10,20,0,0,6,0,2,0
2013-2014,43,13,3798,Logan-Magnolia,45,5,18,17,0,1,2,0,2,0
2013-2014,52,10,3816,Lone Tree,30,4,4,15,0,0,5,1,1,0
2013-2014,58,09,3841,Louisa-Muscatine,54,5,10,24,0,4,9,0,2,0
2013-2014,55,05,3897,LuVerne,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2013-2014,50,11,3906,Lynnville-Sully,40,9,14,9,0,1,6,0,1,0
2013-2014,08,11,3942,Madrid,43,1,8,27,1,0,4,0,2,0
2013-2014,65,13,3978,East Mills,34,7,3,14,0,5,3,1,1,0
2013-2014,13,05,4023,Manson Northwest Webster,59,3,10,36,0,3,0,0,6,1
2013-2014,67,12,4033,Maple Valley-Anthon Oto,64,15,6,24,0,5,5,0,9,0
2013-2014,49,09,4041,Maquoketa,119,22,21,32,1,5,22,0,7,9
2013-2014,28,01,4043,Maquoketa Valley,55,5,22,17,0,3,7,0,0,1
2013-2014,18,12,4068,Marcus-Meriden-Cleghorn,26,3,9,10,0,1,1,0,2,0
2013-2014,57,10,4086,Marion Independent,131,19,26,61,0,2,17,0,3,3
2013-2014,64,07,4104,Marshalltown,359,25,60,176,1,4,22,0,3,68
2013-2014,91,11,4122,Martensdale-St Marys,34,6,11,12,0,0,2,0,2,1
2013-2014,17,07,4131,Mason City,261,25,51,124,1,6,25,1,11,17
2013-2014,84,12,4149,MOC-Floyd Valley,107,38,25,29,0,5,6,0,3,1
2013-2014,29,15,4203,Mediapolis,54,2,15,23,0,1,10,0,3,0
2013-2014,63,11,4212,Melcher-Dallas,14,0,3,8,0,0,3,0,0,0
2013-2014,53,10,4269,Midland,32,4,2,11,0,1,8,0,1,5
2013-2014,92,10,4271,Mid-Prairie,90,10,21,20,3,6,17,0,3,10
2013-2014,43,13,4356,Missouri Valley,62,12,12,17,0,2,8,1,4,6
2013-2014,22,01,4419,MFL MarMac,54,6,10,22,0,1,9,0,2,4
2013-2014,79,07,4437,Montezuma,40,7,6,15,1,1,6,0,2,2
2013-2014,53,10,4446,Monticello,77,8,15,26,8,0,9,0,0,11
2013-2014,04,15,4491,Moravia,22,3,1,16,0,0,2,0,0,0
2013-2014,93,13,4505,Mormon Trail,12,1,1,6,1,2,0,0,0,1
2013-2014,58,15,4509,Morning Sun,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2013-2014,04,15,4518,Moulton-Udell,10,0,0,8,0,1,1,0,0,0
2013-2014,80,13,4527,Mount Ayr,48,3,7,23,0,3,12,0,0,0
2013-2014,44,15,4536,Mount Pleasant,142,21,24,56,0,7,10,0,4,20
2013-2014,57,10,4554,Mount Vernon,84,19,35,22,0,0,6,0,2,0
2013-2014,20,13,4572,Murray,22,4,9,4,0,0,1,0,1,3
2013-2014,70,09,4581,Muscatine,325,55,79,121,6,14,12,0,6,32
2013-2014,19,07,4599,Nashua-Plainfield,47,6,10,23,1,3,4,0,0,0
2013-2014,85,11,4617,Nevada,85,9,25,27,0,0,15,0,4,5
2013-2014,11,05,4644,Newell-Fonda,28,11,5,9,0,0,3,0,0,0
2013-2014,19,01,4662,New Hampton,81,2,28,34,1,1,6,0,0,9
2013-2014,44,15,4689,New London,40,5,3,15,0,3,5,0,6,3
2013-2014,50,11,4725,Newton,198,38,43,70,0,11,23,0,5,8
2013-2014,98,07,4772,Central Springs,67,5,4,46,1,1,7,0,3,0
2013-2014,23,09,4773,Northeast,80,13,14,40,2,1,9,0,0,1
2013-2014,33,01,4774,North Fayette,85,19,18,33,0,6,6,0,3,0
2013-2014,40,05,4775,Northeast Hamilton,19,0,19,0,0,0,0,0,0,0
2013-2014,62,15,4776,North Mahaska,39,12,12,10,0,1,1,0,2,1
2013-2014,57,10,4777,North Linn,41,7,9,19,0,2,2,0,1,1
2013-2014,55,05,4778,North Kossuth,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2013-2014,77,11,4779,North Polk,97,26,25,37,1,2,6,0,0,0
2013-2014,82,09,4784,North Scott,197,39,36,69,0,3,21,0,9,20
2013-2014,86,07,4785,North Tama County,27,2,9,13,0,0,0,0,2,1
2013-2014,96,01,4787,North Winneshiek,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2013-2014,98,07,4788,Northwood-Kensett,36,2,13,18,0,0,0,0,2,1
2013-2014,91,11,4797,Norwalk,175,25,56,68,0,1,6,0,6,13
2013-2014,81,05,4860,Odebolt-Arthur,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2013-2014,33,01,4869,Oelwein,87,8,19,35,3,0,10,0,2,10
2013-2014,08,11,4878,Ogden,55,0,19,24,0,2,2,0,0,8
2013-2014,30,05,4890,Okoboji,54,7,17,19,1,0,5,0,1,4
2013-2014,53,10,4905,Olin Consolidated,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2013-2014,01,13,4978,Orient-Macksburg,12,1,0,10,0,0,0,0,0,1
2013-2014,66,07,4995,Osage,80,7,30,24,1,4,10,0,2,2
2013-2014,62,15,5013,Oskaloosa,145,33,36,59,2,3,10,0,2,0
2013-2014,90,15,5049,Ottumwa,307,23,46,140,1,12,48,0,9,28
2013-2014,39,11,5121,Panorama,64,13,17,24,1,1,3,0,2,3
2013-2014,37,05,5139,Paton-Churdan,9,0,2,5,0,0,0,0,2,0
2013-2014,50,11,5160,PCM,64,12,13,23,0,3,8,0,3,2
2013-2014,54,15,5163,Pekin,50,6,7,33,0,0,3,0,0,1
2013-2014,63,11,5166,Pella,147,39,41,41,0,7,11,0,1,7
